"Data Source","World Development Indicators",

"Last Updated Date","2018-01-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"IDA blend","IDB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","2257000000","-2465000000","-2802000000","2038000000","1531000000","-954000000","1299000000","2441000000","3100000000","1784000000","1059000000","2313000000","2344000000","1282000000","-1538000000","-2592000000","409000000","10819614426.8351","12865957536.7369","14619057986.5737","12316401091.3043","13131270332.3864","12455540664.1548","11341399488.3913","8411220328.28875","19786001791.3359","20911715981.289","9917758527.08662","21191036277.8746","21212148895.5807","24021724758.5102","-1884415529.34619","-6237109751.68573","-3027125054.37997","5351899012.23086","8472376874.8647","",
"IDA only","IDX","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-500017600.21568","702501190.097607","962429102.009109","-832488641.162019","-2258339165.54286","-5653548460.78432","-6162724658.73907","-5358708521.53588","-4512606726.85855","-4434193036.79073","-6134931259.68047","-6155516301.44596","-7042634826.62408","-8111530902.40677","-7844247653.11581","-6615557120.095","-4011561595.14451","-4712170094.93306","-3482052608.17945","-6311718422.51495","-10211864221.3869","-13984314681.2341","-13360131754.4659","-13601016314.3159","-11441228840.35","-13143494265.9042","-9180938408.72284","-5122207191.98702","-8164091361.14741","-14960253367.7105","-27276336270.9111","-31769964257.3651","-38703712438.7177","-74360043516.2859","-67410018791.4032","-91023662478.7203","-106686782608.974","-136063399026.175","-92135051692.1411","-67969807623.7703","-63249171394.8495","-41579107876.6543","",
"Not classified","INX","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23579143264.7488","22877314408.4766","25503244570.9682","23710514666.7946","35618793657.9567","38462329544.4969","48781990211.4149","50779014823.8357","50691282455.8123","46165995882.1629","90068905246.9033","68636330204.1444","",
"Iran, Islamic Rep.","IRN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","7737000000","2856000000","-201000000","11540000000","-3042000000","-4066000000","5348000000","-253000000","-865000000","-769000000","-5454000000","-2230000000","-2010000000","-2939000000","-2551000000","-11576000000","-8630000000","-5723000000","4029000000","3840000000","5179000000","2079000000","-2135000000","6356000000","12224000000","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2044100000","6689000000","18966800000","27891200000","-2225200000","7402400000","30749000000","33594000000","27960800000","28121400000","3893500000","3582500000","",
"Iceland","ISL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","29400000","10200000","91800000","64800000","36900000","-8300000","-120000000","82200000","22800000","31100000","176400000","-20100000","-18000000","156300000","83430446.1063817","-79333014.50282","2192193.87270403","190173218.513954","313742795.481445","245407286.590024","37277904.9371272","35802542.570454","-368613459.093936","-403551453.645291","-618392048.397178","-90855391.8341929","139202363.362771","-343696951.939933","-739193197.107703","-1981185627.12009","-2928589282.73957","-1967478701.76959","-646629418.789478","1155404414.4612","1352855393.72876","1172194491.85453","855097582.018736","1233688622.39672","1069953999.29618","1239160451.03897","1315005785.98358","",
"Israel","ISR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","-305000000","-396000000","0","0","0","-456000000","-389000000","-465000000","-525000000","-738000000","-1087000000","-1142000000","-987000000","-2448000000","-2983000000","-3480000000","-2684000000","-1994000000","-2607000000","-3062000000","-2843000000","-3538300000","-3180200000","-3298100000","-2567000000","-1628500000","-1460000000","-3298700000","-2593100000","-1832900000","-2916000000","-5367800000","-4501900000","-6037300000","-6496800000","-7808400000","-7915600000","-5387100000","-2999200000","-3056600000","-203100000","-3165900000","-3513500000","-1027000000","135600000","-150100000","221700000","-1557900000","-1399000000","5470600000","4933600000","1292000000","10500000","5335900000","4284800000","8987500000","6583300000","",
"Italy","ITA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","107680159.89232","811921589.513579","967058287.77442","-3328110291.3953","-7884887332.49247","-483144173.43766","-2741198142.21768","2216658010.91718","6178264390.36804","3805769085.23659","-12956080101.18","-9344323403.02935","-5696862256.04271","1877822085.63662","-1849362427.58582","-1954095748.03319","8469745735.80437","3607682228.02249","223324254.28476","-1994927194.35411","1461264916.58425","105589450.923965","174993071.022713","32207609508.2742","36945252882.4426","45325897739.8749","62155136415.2244","47619296427.0848","39886976511.7094","21145353988.9811","9195936764.13844","13663421997.8682","9018729218.50531","6790759417.07643","9518106209.59874","-3492101393.80998","-17542400547.9263","-8620083584.85324","-19667426891.2717","-12625522702.8961","-41483446182.2244","-34260937835.1478","21169287398.0726","48546519711.5768","61176007576.5583","53636645487.8248","63203064388.088","",
"Jamaica","JAM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-235300000","31300000","66700000","-52000000","-44700000","-298900000","-378500000","-301700000","-186400000","-241000000","94200000","30400000","-139200000","-434500000","-173000000","-69800000","-35000000","-377910000","-26300000","-335200000","-541500000","-665100000","-653700000","-531100000","-838300000","-1235100000","-1555635000","-1391056367.27278","-1365268208.68813","-1973546537.94346","-2315799601.46387","-3416441707.94729","-4374789039.06333","-2318012641.57243","-2449403098.03721","-3541151131.14738","-3327364252.56853","-3181127085.86494","-3051487394.97016","-2296499439.40424","-1925272317.27609","",
"Jordan","JOR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","-214759762.98906","-244087372.991584","-350210862.384551","-562241044.103424","-744013255.918511","-959770210.688483","-1119891306.36454","-1611339531.74241","-1652370330.54965","-2308152626.88924","-2391820851.04052","-2155056602.36291","-1919955270.24323","-1757678736.83417","-1518076283.99433","-1473602454.3704","-1331132245.52556","-597098146.496418","-1057576465.54587","-943964083.090545","-1655213821.88733","-1672340504.99392","-1410120691.61033","-1424008291.76841","-1752609308.88575","-1613399153.73766","-1560225669.95769","-1456417489.42172","-2256768734.10437","-2245311306.57059","-1831623568.03474","-2137408095.90973","-3408385738.18054","-5145482725.34556","-5029732778.56135","-6313059604.6278","-6529453560.05693","-5397612676.05634","-5489577464.78873","-7557323943.66197","-8668169014.08451","-9944366197.1831","-9460140845.07042","-8591971830.98592","-8052253521.12676","",
"Japan","JPN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21309371596.6489","47450014246.5314","72968602319.8624","69164578262.6967","69091201723.8882","26480675041.2366","51601038995.8407","72487452621.7708","94230374346.5512","69911671152.1859","63045444315.0605","83502740418.595","17341178492.6407","23251948662.5674","78197081417.2455","-39544359231.2281","-101198487543.672","-125128284733.983","-128605076447.102","-23275907631.1959","40328491669.1343","",
"Kazakhstan","KAZ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-126600000","-589000000","-558900000","-1051000000","172000000","1256354847.95967","-533514773.947675","-153214258.791615","1496098062.27504","3544189463.7045","4927561278.71502","8557548407.46396","6782975764.60506","26685482104.8588","9025869411.94212","21250595042.4373","38208846919.3135","30215349671.7124","27718560426.9182","29947389064.2419","7565172920.54917","4437154245.29378","",
"Kenya","KEN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-175945251.817231","3226907.14726335","119373254.181896","-563951846.166765","-401856288.940806","-839062355.34332","-575407677.197497","-258003675.97105","-43270801.8519642","-101083157.725383","-60917289.0088306","-4437393.46279955","-426084265.745066","-460525945.083986","-643675851.542675","-476548601.120383","-130246378.005807","-21696732.0396686","-1296327284.1063","-1453451893.3539","-2395870743.78202","-2000541131.73103","-2970948723.01666","-4064850081.25341","-4119475591.48757","-987045307.056155","-1036959028.42705","-651650569.83269","-649327981.086306","-1007314078.38763","-1396557727.51619","-2225255504.46472","-2996249357.82223","-4268637872.35772","-3916539738.28787","-4548264829.46378","-6360159023.3274","-6710123643.37985","-7926588857.70581","-9035535218.57331","-7057775726.37082","-6199079650.90264","",
"Kyrgyz Republic","KGZ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-149128000","-124588000","-277981000","-469238000","-141433000","-333505457.676387","-178190622.864451","-81431570.3227834","-10874448.1416813","-78193781.96978","-134184764.262288","-183454392.47873","-449548169.479397","-967418638.097305","-1195504624.43461","-1982519089.12262","-1227974555.58166","-1534283797.18631","-1656613019.86043","-2917630516.89051","-2824203575.16016","-3169531477.13418","-2422081515.14236","-2303977592.82276","",
"Cambodia","KHM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-192800000","-243998000","-339600000","-405500000","-480200000","-355600000","-406960201.620193","-459298865.334546","-437693298.434777","-345516600.775898","-362074311.792296","-467199795.046384","-390066228.005889","-533988077.714102","-558177789.383339","-652116570.226236","-956406008.966637","-859163588.45271","-663242249.759322","-744878822.177443","-849120825.877325","-1488147084.51264","-1277906373.1112","-1433402699.70237","-1440591369.18511","",
"Kiribati","KIR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","4061964.90274762","-22084970.3048677","-26963464.5021522","-25554264.9278839","-18089845.6462974","-11548730.7222372","-17294564.2024361","-18536416.351642","-24050889.9438446","-25701840.6266074","-27284588.7621613","-35244342.5609587","-27567547.5671322","-37271003.648764","-29703650.310086","-20796185.4650671","","","","","","","","","","","","-82729603.8857814","-90093150.1476165","-98821582.439446","-97231145.0692002","-103518494.461425","-131487736.273246","-146136824.00341","-140269007.427348","-163178520.831807","-157508116.388436","-153735849.267313","",
"St. Kitts and Nevis","KNA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","-14418518.5185185","-16351851.8518518","-20422222.2222222","-26140740.7407407","-15937037.037037","-13844444.4444445","-14677777.7777778","-22222222.2222222","-31703703.7037037","-40196296.2962963","-49981481.4814815","-35007407.4074074","-12329629.6296296","-25366666.6666667","-22181481.4814815","-53681481.4814815","-65659259.2592593","-55918518.5185185","-48033333.3333333","-59237037.037037","-98748148.1481481","-88886296.2962963","-102975565.925926","-90626918.5185185","-47700502.962963","-53470834.4444444","-84981349.9999999","-113299621.851852","-202315128.888889","-191369195.555556","-155919122.222222","-119148409.259259","-90075811.4814814","-83082462.2222222","44592025.7253144","12780404.1465107","4155599.6345804","",
"Korea, Rep.","KOR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-254000000","282000000","-916000000","-3506000000","-5277100000","-4164300000","-3179100000","-1510900000","629200000","76200000","4437900000","9745300000","12860100000","4094200000","-2809200000","-7762700000","-2835100000","1960300000","-4160900000","-8002700000","-21461000000","-7577100000","42325200000","26190200000","14658200000","7469600000","8965700000","17516200000","34114800000","23182200000","11960500000","19590600000","5654600000","38224100000","33677000000","16810800000","44192400000","76281800000","85206900000","107352400000","102837700000","",
"Kuwait","KWT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","5847623905.77473","5957848753.60692","4044443527.99859","4755451471.60118","12161405522.7884","12034891239.9948","7773005781.41249","458475016.440758","1832050599.24311","2789956947.83995","1705717228.7985","-856863627.015656","236845009.164286","-1336777416.70452","2212544389.17181","1098958243.05351","-8090939999.99999","-3785519082.19919","-22528596.4088097","1568977012.74039","1600615339.48443","3416735943.05681","3164673436.11193","-1876913582.30483","1905295846.45505","9928881106.01984","5499187539.7399","3059415591.40768","8442962174.2591","12874109263.658","26309246575.3425","38018965888.7457","39388987316.627","60186155950.0603","33617908084.9689","40785388310.1042","71341369915.816","83140620592.6115","75344353477.9065","59888079430.48","10251823889.8115","-765415431.006363","",
"Latin America & Caribbean (excluding high income)","LAC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","-160500000","-161200000","-140100000","-163700000","-100500000","-133800000","-109500000","-111100000","-110100000","-140200000","-278800000","-340700000","-342500000","-287700000","-115200000","-111300000","-72370000","-54781547.640435","1114497.24086157","-27618794.4223728","-201992257.091492","-163625276.127337","7830650.50192348","92364486.3042762","-17544486.4734168","-146773678.282627","-66147825.3407209","-349954012.215621","-546435270.074956","-570579064.842636","-1342014253.87972","-2262173126.10108","-1175504793.58831","",
"Lebanon","LBN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3750637038.39986","-2029255852.32613","-5303811527.64921","-3624286958.87424","-3268959080.97316","-5113518255.85431","-6900257996.04925","-8340024499.3839","-9492875256.63481","-7511202585.84104","-11151207089.6279","-12550858800.2755","-13454754686.9021","-10900471224.5604","-11928946060.158","",
"Liberia","LBR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","585718.023398312","1352319.55402257","1251110.92497948","600791.649000473","-521116.770817616","1414767.43069196","2605583.85148249","2702485.73025663","893650.659805976","","","","","","","","","","","","","","","","","-741498032.967272","-816363861.280419","-1224602723.23438","-1204938606.29377","-1381364966.30785","-1250093005.49901","-1398457368.35211","-2061472152.12579","-1265680678.07297","-1134275939.13082","-2374487943.56116","-2005401821.27287","","",
"Libya","LBY","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","4311419330.82955","2841064555.90782","5523034901.15908","9412913189.42081","-2426602789.63596","623537003.926763","1215660713.0956","531999338.675126","2887320851.33406","414716996.74887","-878703131.569086","-1617056187.68234","-598461311.375915","2508323501.45322","66612446.4387517","1541093344.05543","-1005683148.65633","263227232.971918","1758242034.5012","1338599608.39925","1528643518.39234","-299417565.999848","2044152624.70471","7186000000","4959000000","1300000000","4523000000","7180000000","15860000000","22179000000","26712000000","36155300000","10375000000","18658700000","3513800000","28592400000","3676800000","","","","",
"St. Lucia","LCA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-18499460.579359","-21900000","-33600000","-39700000","-48200000","-60700000","-48800000","-25400000","-34200000","-30100000","-13077777.7777778","-23077777.7777778","-14681481.4814815","-59737037.037037","-38437037.037037","-55870370.3703704","-36285185.1851851","-25951851.8518518","-32177777.7777778","-16151851.8518519","-36722222.2222222","-55622222.2222222","-37362962.9629629","-87577777.7777778","-69074074.0740741","-74891851.8518519","-81771339.6296296","-109585192.222222","-36061901.8518518","-69931712.2222223","-266477927.037037","-290259991.481481","-284221764.074074","-104008397.407407","-178556764.074074","-243381925.925926","-152361185.925926","-69778115.5555556","137190735.592661","208155793.944675","80648739.4150159","",
"Latin America & Caribbean","LCN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-171681373.8559","-50879695.6785","86308173.3728999","-130072244.6591","-403068736.7304","-903830667.2428","-711812306.3826","-880462228.8387","-773726419.7325","-344442208.2904","-734401855.8813","-750171751.8296","-677220149.5346","-748400069.3584","-770314416.1237","-672036980.3035","-1020584082.667","-916867186.3656","-982090623.2259","-1383429808.0017","-1364588928.5271","-1238558366.8694","-1066913536.9816","-950476666.377601","-1218639916.6956","-1726747410.74","-954050000","-1111890000","-1139960000","-1823850000","-2178712930","-3113711000","-3353700000","-5579000000","-2731500000","-4118500000","-8611150000","-8155171568.40896","-6428657223.05667","-6406606457.70637","-6063314670.16749","-6211098607.69282","",
"Lower middle income","LMC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-144961292.470885","-180434999.8431","-206309999.8206","-223214999.8059","-294291387.702139","-384420943.354543","-424259805.556945","-430045303.975747","-473736648.522066","-425641955.568637","-318767877.858345","-342147931.833335","-438198316.07034","-532728437.952812","-564205736.347132","-654015406.83617","-779461372.81263","-864860689.286776","-767565509.910027","-693182992.684782","-847346146.9562","-825086538.110031","-809046394.432038","-671152254.66226","-613059036.255629","-776449200.825047","-599806833.265048","-511703821.230571","-773871322.346901","-909165569.182818","-988958105.27347","-979830484.706061","-1009633126.66301","-1003154164.48085","-1238001148.22123","-1491814027.81955","-1422446657.36376","-1692008890.48894","-1380548100.34433","-1246174503.69782","-1074561087.72373","-967759093.606165","",
"Late-demographic dividend","LTE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-209804274.601985","-259391613.398108","-710845000","-775360000","-1013010000","-1277812500","-1099182500","-723685000","-651350000","-766120811.308572","-1089789247.60832","-1592863645.24772","-1873460120.75068","-3119275572.35728","-5235072291.6417","-5643712772.94812","-620929744.409478","-700915025.647369","-1104246383.65643","359862675.250801","575717110.147282","918198698.31244","-273912663.033376","521807163.802141","",
"Luxembourg","LUX","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2708118726.53281","4300119913.54663","3838132979.1732","6190384090.8638","7038874022.50837","7973107383.34251","8694025987.48907","11977340551.7011","15844206735.9021","17719750363.9533","15717438175.5884","14820799726.6411","16160221021.2474","16793953492.4979","18252236162.4355","20929414106.0544","20440236326.0853","19946707512.5428","",
"Latvia","LVA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93807284","331695000","59849000","-105545000","-414448000","-477332000","-827403000","-691300000","-435695131.660644","-641499687.679397","-768702016.036046","-1303336700.30685","-2044791449.14834","-2324957586.3687","-4290931993.98624","-5512066379.29273","-4140658190.25389","-190956548.540584","-320450851.938546","-1436505779.68356","-1304303492.87074","-1122976812.98448","-456376010.306964","-138863395.209121","248052238.942524","",
"Macao SAR, China","MAC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2517060328.91953","2880750423.85787","4325196197.95117","3939937632.03978","4210051798.17666","4996212216.29977","6893080896.62448","9383147972.84397","15506387460.0235","21293068936.0543","24977405447.1006","31052674519.1208","29505745173.4885","17827977332.5334","18437634158.6373","",
"St. Martin (French part)","MAF","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-963112162.829154","-1782630217.20746","-2235671070.98756","-1798558201.87345","-2044043539.25003","-1974523574.39856","-2228024145.09251","-2230109550.84928","-1257290602.91038","-1351790654.51716","-1199205664.16558","-1076178019.36627","-828186823.539264","-102324844.837772","-1251153075.39788","-1543978703.46311","-1572953695.78076","-1909140154.89803","-1608287745.31519","-1822070986.65992","-2198534134.93753","-1232693099.97628","-1117023286.5382","-1455059864.3905","-1335316226.02495","-2093220551.79848","-1111415357.4612","-1114913759.85845","-1728414693.05363","-3227630251.1006","-3951168994.58638","-4440744115.62965","-7420593636.53739","-12774727823.0575","-10926909415.6859","-9953278186.70668","-14062623475.6277","-14674780975.466","-14810418460.9486","-13690326430.4099","-7927842023.5234","-10936737157.06","",
"Monaco","MCO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-100040000","-122020000","-320020000","-376410000","-434630000","-179360000","-330530000","-352940000","-418140000","-667300000","-775140000","-1212240000","-1603240000","-2319790000","-3219160000","-1998580000","-2255498750.35667","-2825503937.83667","-2959960000","-2983910000","-2919460000","-1998450000","-1869780000","",
"Madagascar","MDG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-65391586.1302535","-98314568.5204649","-63486195.6628568","-62683484.0308762","-133212204.491106","-441282588.742855","-559166504.088218","-341404547.752945","-275064751.262562","-195354077.814066","-124964774.535349","-153076896.951217","-138214337.199316","-119218490.853088","-165850966.048535","-95887741.1810564","-338246579.987686","-195531121.959725","-230197249.593162","-294631181.965558","-218482760.419397","-237896771.052666","-199830019.562935","-291886333.468814","-299147369.900934","-288555844.217847","-331675856.242419","-187176039.131145","-514975119.353513","-554939573.599998","-649266259.800001","-787518466.107729","-583268840.311695","-638225154.699773","-2081774279.72764","-1931322189.85382","-1239659336.14238","-1033166693.12055","-1024327031.6991","-809676109.680941","-404103471.104599","-295958299.789301","-151899642.527318","",
"Maldives","MDV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-900000","-3400000","-4900000","-21900000","-19100000","-17100000","-19800000","-10700000","6100000","10347965.3320654","16321085.3966171","12214179.7256335","9919074.59516861","19873000","329673.073431","2061370.75470099","-21591676","14956279.8781229","5354152.36592701","15509758.055156","647985.411247283","16565685.7329953","-27767024.7343039","5501077.66657595","8194762.03157103","39477199.070917","49360518.824951","-33598121.037282","-384035397.053719","-269390064.689639","168193991.826188","-107214252.286509","232165795.76164","314232523.777393","146924690.07404","339502569.879096","508336313.143005","545048446.10955","375601285.150902","169825298.845956","",
"Middle East & North Africa","MEA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","-1851000000","-4979000000","-7383000000","5117000000","13715000000","12790000000","7683000000","4416000000","8913000000","2414000000","-267000000","-3110000000","-9369000000","-18618000000","-16010000000","-21185140000","7152710000","6435885000","-807195999.999996","-9180703000","-8350321000","-11941767041","-14109446485","-12898222470.1008","-11652711062","-15684214222.4388","-14730763431","-14060619724.4082","-18332371678.8051","-26236454390.8524","-14966868849.3194","-14374870800.0178","-16806573217.4826","-14625023834.9867","-14965267265.4198","-16073699598.6124","-24351343732.6059","-22024804534.1259","",
"Marshall Islands","MHL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-101535553.803533","-101522072.156632","-112966755.32216","-109409778.156412","-127001064.718136","-109599716.733761","-99845558.2829229","-69463864.9847535","-89919355.8707876","-92772881.857085","","","",
"Middle income","MIC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macedonia, FYR","MKD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-471490000","-532200000","-575445204.130813","-457074064.240888","-642125700.122044","-545893559.089251","-827691031.741355","-855217292.772752","-1189733166.89945","-1093903653.03408","-1226509435.67586","-1588287899.21199","-2562426417.59672","-2136525990.36352","-1856959107.68669","-2140371835.76031","-2190294310.87424","-1976433126.46824","-1963060752.57045","-1631227767.70795","-1620020385.24769","",
"Mali","MLI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-143925073.809789","-77798541.7315069","-58083760.1977851","-218695849.284989","-242805569.593536","-257478769.742876","-237550711.90386","-205108696.034886","-199046865.449583","-197960133.744626","-358809902.839639","-371925510.590473","-324087023.627715","-383148170.072506","-287766807.78326","-409784904.020306","-409809176.55706","-513011735.214102","-406409632.950786","-362298809.022935","-461926729.676971","-410153461.470658","-253103909.503332","-271956127.46087","-296510081.823157","-282753804.065921","-279746559.044568","-54946410.5727354","-318471954.650835","-407104266.887661","-458321518.145848","-286178677.411534","-689699374.146906","-1205680356.12688","-683882624.977828","-1308500034.87446","-1050319116.37479","-607624625.970059","-1977444125.88185","-2227580686.25983","","","",
