"Data Source","World Development Indicators",

"Last Updated Date","2018-01-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Cuba","CUB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-820709497.206704","-784460335.195531","-629603351.955307","-417692737.430168","-475363128.49162","-510614525.139665","",
"Cayman Islands","CYM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-79416180.5780396","-183523744.325985","-255413081.846285","-310627467.982061","-337344373.327294","-238236051.471281","-253478281.710676","-258430428.202683","-250685833.913028","-210267754.44527","-61566005.6577036","-52172476.1088341","-158369982.137838","-310538338.89956","-223105175.061339","-473700472.73154","-677791035.93364","63328654.6078634","49167904.3298233","-20556112.8464286","-280713793.630327","-167835079.899227","-328585542.07522","78092228.9483654","-122909510.72455","148135202.964246","-94931199.0334425","-47748320.9704657","-457770881.206202","-451175390.095702","-720898465.496169","-1434895974.31627","-3573456119.22901","-1370011429.58765","-1877885649.98247","-791074719.48988","-393911870.530182","430641755.685485","488519747.16909","160078006.627131","-142381939.940566","",
"Czech Republic","CZE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495633190.35003","-925738683.973266","-1841750039.90937","-3789213044.96523","-3195715989.12638","-731364635.750385","-703620723.154521","-1691999204.90401","-1553701214.44501","-1596691455.74106","-2049320859.65495","528273873.404062","2898065160.61661","3790265561.32895","4052160271.13878","5219998906.55751","7700186522.30561","6192291073.38076","8894622490.64577","10309254507.9341","12123723407.1037","13436484695.2163","10817023015.724","14424404853.7312","",
"Germany","DEU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","3129299820.17464","4172810494.7489","9331485330.3669","15082233732.9296","9359034255.29826","11062760596.3336","13174230767.3247","17352509883.5215","5748981127.87806","-4881469153.69687","5179368707.52931","15445842102.251","11341396741.206","14987906583.3004","22907977431.9859","46143914622.1262","55189849333.2105","60093039856.0268","59544876562.6478","45835582096.6926","-9149982953.99963","-11126012075.9764","1340092336.92908","4080013452.94058","12144684861.6656","20463371030.2847","26134617499.8195","29802535613.6752","15675148617.3475","5842226262.25195","34455898942.0001","91356592331.2427","92178763012.9778","142106383353.814","145659354890.141","159441503422.923","229221169399.123","226620040613.847","170604884500.465","178326052217.389","182965198290.095","215610396968.557","227643739059.464","269207098014.751","268975511187.021","277203586385.132","",
"Djibouti","DJI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-105519325.234497","-124875507.115085","-94254477.5237591","-69333393.352502","-60088565.7856978","-58625598.5505371","-57837846.9623736","-66891363.4291952","-59182651.4593098","-84480731.0334738","-48519871.0338114","-30609775.9972091","-52239183.8893547","-87862436.0655184","-73238390.5109694","-118359676.121561","-274435772.924978","-337939804.52507","-178892758.874866","-72158045.4757738","-254719476.032658","-267002774.01095","-252840125.815182","-346470353.785198","-512131442.718884","-359846950.258834","",
"Dominica","DMA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-5499736.26485803","-7200000","-10300000","-21000000","-39000000","-28700000","-18400000","-13700000","-22800000","-25200000","-7155555.55555556","-11207407.4074074","-20959259.2592593","-49007407.4074074","-44500000","-33855555.5555556","-27329629.6296296","-20522222.2222222","-22203703.7037037","-34807407.4074074","-42525925.9259259","-35696296.2962963","-20577777.7777778","-23788888.8888889","-38566666.6666667","-44500370.3703704","-33066907.4074074","-38925815.1851852","-43633295.9259259","-66767578.5185185","-54421862.962963","-88487512.2222222","-130588408.888889","-116516722.962963","-90454090","-73851327.037037","-90658433.7037037","-79421397.037037","-61998082.4038848","-46792446.8439622","-32779055.2359074","",
"Denmark","DNK","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-240130247.059138","-1771039460.33194","-1559010104.54573","-1166519466.23918","-2018692313.16829","-734270148.67532","262063933.842196","78092703.9547901","881699066.927033","552821842.623673","-71194452.6634397","-743292495.608311","1341713162.57412","3078062108.64256","3356304753.7047","7486783173.7079","8591998596.69514","10404886684.9608","9815989882.35235","9035441696.77826","7794535103.80857","9263490304.50528","5685483097.60229","3318961697.94209","8238249083.86981","9299701472.77133","10431353547.0124","10023718626.9929","13115565022.0942","12429897919.8375","14563595605.5605","11599960268.8373","9400458991.67585","12524865839.4842","14600232075.3284","22342619655.8767","22002867552.7057","19639455570.642","22713794805.2312","24523474362.8928","21991926764.973","18995602285.6837","",
"Dominican Republic","DOM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","-66200000","-69700000","-107200000","-118000000","-30700000","-50300000","-186200000","1000000","-145800000","-169800000","-326000000","-349400000","-647400000","-305800000","-392800000","-335800000","-187000000","-237600000","-219800000","-388600000","-101900000","-463000000","-401500000","-351100000","-818300000","-729900000","-583900000","-406000000","-655600000","-719700000","-1434800000","-1302100000","-1887500000","-1676600000","-1915400000","93400000","338600000","-1267900000","-2578510000","-3384300000","-6283600000","-3821000000","-5526900000","-6016300000","-5536300000","-3688800000","-3290300000","-3096900000","-2662600000","",
"Algeria","DZA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-1435820349.97679","-2589071838.06679","-246803577.980623","1816831490.13455","1781126363.37676","1477290255.70084","1468635148.98694","1572829658.7464","2180476550.37989","-1300848163.49388","1522761521.66181","68472692.6393261","424784809.211557","3355174104.4059","4698239987.00798","","","","","","","","","","","","","","24200999999.9989","31947000000.0015","30125606755.2431","32476308401.8163","-909806577.249865","9943077524.89361","17000013500.8074","12805677994.9307","2923291764.88608","-7907333869.22118","-25463205799.1753","-27407132129.1252","",
"East Asia & Pacific (excluding high income)","EAP","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","102500000","-183300000","-475400000","-255500000","-58700000","-261700000","-202000000","751000000","810000000","1055000000","415000000","-260000000","456000000","552000000","743000000","299000000","702000000","-240150000","-282690000","-511730000","493900000","-52070000","-1694900000","1136430000","979312539.140001","-928173118.1172","-1617937928.18765","-663826215.734583","-669610264.431716","-371492821.663806","463666781.816421","451552040.976117","-22738574.8446665","-1138206484.2441","-3026431427.88118","-1865315381.93032","-1341190024.3915","-1951331229.1563","-1234170222.12261","-2455040242.37711","512839032.51433","",
"Egypt, Arab Rep.","EGY","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-1911552374.52","-2718851031.08534","-3563142862.23306","-2910857147.0155","-3869428576.95633","-3642000005.20286","-4192285720.2747","-6322571432.33482","-5381285714.28571","-4192000000","-4094714285.71428","-5282857142.85709","-4801818181.81818","-4195500000","-2248000000","-2382000000","-3850000000","-3528000000","-3880000000","-4203000000","-6021400000","-8565000000","-6886100000","-6031000000","-4928900000","-3070500000","397900000","-399100000","-3610500000","-3872600000","-9298700000","-12461900000","-9233000000","-11031000000","-14328100000","-20199500000","-20530600000","-26573600000","-29953600000","-32351000000","",
"Euro area","EMU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60002368654.8758","7212805397.86377","57820612308.5607","131989393273.16","138004373098.776","159620197963.753","106441104852.007","75331619110.1252","133686804140.132","14706914945.8109","106006015349.494","81821960832.6575","90235358577.9557","240851181308.496","370608389569.659","422374092912.415","465973182615.071","460441401502.561","",
"Eritrea","ERI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-261469468.870773","-200123556.036743","-328410448.673378","-363260042.003952","-403265102.431968","-406580686.37395","-585472074.313481","-546526908.455518","-402025655.068729","","","","","","","","","","","","","","","","","",
"Spain","ESP","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-4490645954.62417","-4985991660.25522","-2878926354.02756","947431718.525006","317356389.363337","-5864272516.22569","-4496190326.26648","-3665235293.61116","-1577197352.6782","3179640063.87614","3412308494.07611","4655266431.51143","-291431443.779474","-4978925185.51359","-12771848313.7526","-17275201785.2476","-18426164798.9376","-17812850098.6919","-3454379110.95404","102136496.905628","-1090056713.78811","2884818093.28931","3828678156.63873","-1809459296.24755","-12341441094.3704","-18098167793.7379","-14756000580.3514","-14108731399.6113","-19893688047.5284","-41049138442.4746","-57470409866.3208","-74468420965.0436","-88622184153.5139","-84679714580.2083","-16711435456.9694","-18660555506.2832","-2275596608.34187","20261252743.8484","44706183620.2957","34087561210.0262","27990133332.6414","37418353698.4971","",
"Estonia","EST","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-47663786.2781215","-69651739.8148341","-251338707.79534","-286902959.193201","-500553151.05008","-532703884.949501","-545748692.080778","-305426438.129406","-181799741.351092","-129877512.464851","-518537516.905182","-736329718.567965","-845063836.491941","-878327153.396388","-1783268893.10723","-2188580773.00093","-1064647344.86825","988499595.70249","1231546070.6997","1328980783.18027","361295877.44545","706953708.848069","738944193.237512","902392648.02237","904069235.954852","",
"Ethiopia","ETH","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-139227053.207356","-201932367.24731","-181449275.449975","-313140096.769633","-329855072.623118","-349661835.917711","-423236715.180308","-447681159.509526","-489613526.570048","-483236714.975845","-588260869.565217","-614396135.265701","-408260869.565217","-674299516.908213","-319275362.318841","-923521062.801932","-528920000","-569489613.667524","-678068226.753693","-557902907.360203","-416859713.624458","-863459802.11281","-912500603.004009","-628714042.589757","-1171640698.83904","-969768539.527303","-1345579460.09095","-2043010904.09603","-2965204869.90006","-3077631352.34684","-4254883059.53455","-6102643089.70036","-5612921591.28204","-5266567986.76566","-5835825097.17183","-8136031063.81696","-8099914395.71182","-11773609835.3547","-13805171489.6098","-14003239089.1933","",
"European Union","EUU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-1736165619.94702","-638897356.294181","506467704.015517","1324236403.37151","584485986.233524","-505003967.962742","665619171.794315","401022677.936607","164003189.455499","1245209510.38128","379048210.110754","976683996.210306","324345689.369857","-473916346.702965","-2370745702.51609","-2275912527.64528","-1145210129.37269","1088481865.41416","4224687220.80975","5877879139.73525","10267857857.3228","9626845550.57489","9948921881.08699","11421491117.1127","11074735752.8098","12972560087.1043","13759553533.7813","13412053013.7026","12270894364.4014","13375402607.3989","9701747802.60071","9229236680.79879","12678299845.0147","10827412381.2578","5918768655.60874","3466960002.5097","-2431480040.65693","-2890143135.41703","-1464977310.11839","-1814605128.7967","-102562752.097858","-2295005691.27033","",
"Fiji","FJI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","-57900557.4473986","-42300115.7046312","-178405403.192258","-72486564.1280913","-60087294.2823046","-12035876.7103362","-4421118.79026812","2118520.94887072","32158002.9880146","45236583.1347485","26831460.6741574","-66513232.3067488","-48320719.4568832","-39454665.1149459","-121807656.759255","-60787159.5662939","-76297700.8769852","31924748.8063849","-20918835.6105078","-34376599.082284","19749952.4021071","-132989114.669313","-146675567.467293","-96110746.7641532","-159407554.28265","-347612560.910576","-284325386.116316","-549828387.169258","-446136245.988075","-589739234.371329","-290936406.919421","-199848009.231832","-221632119.094643","-121338364.43051","-529231971.467346","-355414958.394724","-128270998.401857","","",
"France","FRA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","5224640222.4606","-1149036556.98027","1786599128.5837","9076970923.28324","6940828701.82356","-2718368612.81994","-2185369882.06778","-7643987880.97426","170696031.837555","4408261850.63534","4852844476.00931","8703260368.15092","2606972922.94109","3031316965.3685","3292588064.60393","2151443711.41891","6695752274.77354","21489459170.5194","24357080634.6991","25095487280.4917","28971201036.2201","31189392321.5963","43524973976.1099","42170696536.8382","37920337947.3915","12919123003.4697","17862580735.6689","27583815261.5571","24021504630.2471","17356047501.9121","-288374052.562256","-8158070337.51746","-18516176298.3186","-41927315956.9051","-32807568618.1865","-43527896228.1562","-56626690823.3056","-37831640845.1404","-30593534132.2729","-36220808849.485","-17971380817.1175","-29524640366.5328","",
"Faroe Islands","FRO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29560000","-21900000","-81010000","-11090000.0000001","4990000","-159170000","-64615977.3244727","-172903385.676909","-200462975.244664","-370321691.324904","-219599538.245316","-159618567.795385","-85019084.659307","-130430094.804958","","","","","","",
"Micronesia, Fed. Sts.","FSM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-163046000","-147969000","-162195900","-146114700","-132701600","-105076900","","","",
"Gabon","GAB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","342955861.72574","727100434.637603","933549862.942736","798398558.443723","681940766.980082","443991287.612589","403907329.532822","176845203.353656","-664037192.666034","-82984911.3888626","-193689256.322142","262532354.595294","918664517.285642","809267667.225817","795642325.915679","769522584.462776","981439826.182437","1222368541.44456","1688585468.23799","1282256762.90387","-26995426.8917661","1002242764.28938","1842798766.08088","1224852434.54511","947929960.042929","1468493701.12259","2073131728.77491","3209590992.32943","","","","","","","","","","","","",
"United Kingdom","GBR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","976799219.928142","1855091507.83698","-285446497.453838","-4575450167.24175","-9991158711.2897","-4370521412.33687","-2740705893.42899","1652748168.21369","4062834504.03799","1330707128.92738","11871974873.7223","14663476801.7271","8474568900.93327","3423207216.6092","-1513312661.84174","4394278996.3691","-4959748573.50264","-8092381167.5845","-30349025915.158","-34627367841.3538","-24863350099.978","-10890061878.6001","-13628007847.2966","-9577637335.35284","-6980831142.06146","-4886522252.2228","-3662771031.52322","2898078057.98994","-11830609610.175","-25875763451.2","-30266110286.1265","-37314037733.1375","-49613488711.8198","-49015519693.741","-62909924128.5394","-64784446400.978","-64979951686.908","-76197915540.6901","-85252623565.9767","-52106284000.3632","-63755202513.1652","-40331842929.6899","-52713490003.959","-55547300699.327","-60566195033.8483","-49524355480.8783","-58264110896.3063","",
"Georgia","GEO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-838100000","-674500000","-541000000","-463092788.25","-445748145.38","-443707082.69","-573281400.06","-846057003.48","-1115393322.21","-1876372880.54","-2716420112.73","-3812210232.44","-2065071548.1","-2079760021.4","-2745905483.83","-3111534915.98","-2084230256.485","-2976891660.53","-2480363554.07","-2249842365.25","",
"Ghana","GHA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","9391356.00013292","-59043803.000175","-103391778.220753","-76832751.728887","98663332.0000005","32100000","-419800000","-106008912.000092","-157100000","-86300000","-166000000","-171720000","-295300000","-303700000","-398400000","-522300000","-554552000","-741100000","-965000000","-615500000","-537700000","-648650000","-957664000","-1119330000","-1452600000","-909624210.592011","-1175757882.44416","-757841454.6132","-962242396.544134","-1972288288.77","-2711715520.85246","-3176972981.76184","-4060700855.37747","-5495934199.0544","-3379970000","-4487950000","-4908642718.75231","-5187075383.07455","-6292080667.5828","-3985638963.27983","-4310463630.59344","-3066606286.82657","",
"Gibraltar","GIB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","2150000","63970000","-176960000","-92090000","-124340000","-210910000","-254030000","-169560000","-382850000","-310842000","-186842000","-93327000","-150916350","-197240780","-137665627.463025","-46985382.8452564","-200091000","-208600673.164595","-152720000","-101860000","-159920000","-260850000","-365490000","-268840000","-266830000","-1167460000","-1049090000","-872480000","-787280807.136714","-835638792.245089","-2670930428.98688","",
"Gambia, The","GMB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","-56536145.7068417","-59007131.8098902","-117746670.855687","-92529774.1562197","-45402724.4198731","-35632875.1587497","-5616538.5518919","-7296076.20246799","-8993539.35290423","-15881205.2366647","-8881371.65587878","-9305627.76961121","-25008274.5962177","-30758693.2267804","-17343181.6900519","-50888594.8739645","-32916670.7608577","-54730250.0390774","-73205808.0049411","-51441316.3183606","","","","","","-26001227.5748096","-69139882.7287082","-82954918.3856064","-115346815.377119","-108271606.444823","-40798052.8456296","-67247198.3597224","-52049381.4452785","-118898397.44442","-124718334.169732","-102691485.299838","-178863910.267865","-190104170.649994","-204670441.239996","",
"Guinea-Bissau","GNB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","-57700000","-56300000","-55900000","-66500000","-55900000","-44600000","-60100000","-75651000","-62072000","-61377000","-93043000","-49239000","-42090000","-59660000","-57480000","-31780000","","","","-24634449.3854477","-25100855.2359194","-30504112.9144048","-43727738.5098216","-52876937.457928","-89058865.608796","-95710599.1023796","-112071251.325912","-134441138.87324","-128540778.594605","-57273428.1884633","-101225726.050187","-79124579.0563975","-117763772.439757","-49268060.3000329","","",
"Equatorial Guinea","GNQ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","-43958045.8844532","-54675499.0328668","-36290591.8704444","-46612711.4539904","-65496446.2870408","-33488003.6890626","-19508227.4280513","4592900.63638322","-102001724.05245","-296425138.512624","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-1608000000","-1841000000","-1774000000","-2878000000","-3023000000","-3104000000","-2901000000","-2824000000","-2807000000","-3814000000","-2736000000","-2829000000","-3097000000","-4914000000","-6546000000","-5992700000","-6565000000","-5806000000","-5834000000","-9188000000","-10395000000","-10738000000","","-10695800000","-12286400000","-11219930000","-11132112402.761","-12572745024.3013","-12555754104.1346","-15096032491.4769","-24889060226.1415","-34239833027.2367","-39477052135.5366","-25054419463.9417","-20260017342.0805","-17339004371.6544","-5996107323.86432","-6741637057.48218","-5247761833.03864","-341592170.797359","-1286105290.18734","",
"Grenada","GRD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-4033333.33333334","-6651851.85185185","-14511111.1111111","-21859259.2592593","-31759259.2592592","-39600000","-35800000","-29700000","-33737037.037037","-30659259.2592593","-35314814.8148148","-33703703.7037037","-43296296.2962963","-45707407.4074074","-52481481.4814815","-39059259.2592593","-48892592.5925926","-35148148.1481482","-45444444.4444445","-62477777.7777778","-73662962.962963","-87451851.8518519","-48270370.3703704","-74411099.6296296","-83073612.2222222","-99485837.037037","-131926911.111111","-121384050.740741","-247288617.777778","-240089130.740741","-226839371.111111","-243932361.851852","-173742334.814815","-195806936.666667","-199313554.444444","-189193308.888889","-213498612.222222","11381131.383807","12859462.0145504","39516276.035443","",
"Greenland","GRL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-104800000","-368600000","-334900000","-229000000","-577900000","-348200000","-141800000","-199500000","-95900000","121700000","-456500000","-462000000","-437500000","-244200000","-340600000","-955400000","-946500000","-943900000","-904200000","-743600000","-1001500000","-1560700000","-1536300000","-1705300000","-2165258471.05178","-2892758264.46018","-3183177951.4661","-3875800000","-4332400000","-5111800000","-5797000000","-5499401927.84139","-3391055752.14806","-4410413013.95552","-5241386697.67397","-5839460969.59716","-6399491357.76269","-6267157376.00279","-5896148314.63537","-5428000000","",
"Guam","GUM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-71960784.3419449","196078.431450166","-48901960.803491","-85137254.9353479","-129137777.823693","-84600000.0282","-99000000.0329998","-54572905.9022522","-51083585.8711678","","","","","","","-94968000","-101075000","-80755000","-79155000","8800000","-17000000","-39900000","-27500000.0000001","-71100000","-76000000","-47300000","-32599999.9999999","-54488600","-224474000","-327928000","-407615000","-635404841.447147","-513328342.049143","-629887423.13202","-777599521.10006","-809852522.182617","-837792301.576263","-869454097.71007","-585405583.438281","","",
"High income","HIC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","905448442.072639","8557595861.11342","7566240165.08162","7945531725.00273","13569139873.7703","14685857314.1063","14729997088.653","22194383629.1008","21593613023.4157","22595345937.2741","22326049073.8157","16850331869.7344","13434834429.6478","9562795338.19194","2973360215.27036","1658732094.64671","598619137.959015","7393299599.9635","6835543982.9872","",
"Honduras","HND","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-123949999.974313","-101750000","-60900000","-74850000","-90200000","-93650000","-186400000","-178700000","-58000000","-113600000","-220600000","-177600000","-66400000","-123680000","-115050000","-125300000","-94300000","-123600000","-192100000","-274300000","-318200000","-217500000","-331900000","-319900000","-392300000","-781600000","-830947357.1642","-935871539.462412","-826672079.117506","-1182153838.4937","-1497531392.96595","-1725846067.60987","-2317433627.02835","-3392195998.2187","-4582492352.10449","-2563181788.43241","-2835886538.88921","-3572345865.79418","-3602953198.5267","-3814791368.69086","-3694995521.23845","-3745977045.55057","-3328330000","",
"Heavily indebted poor countries (HIPC)","HPC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","428949821.600208","349535864.933269","-2180537358.18667","-1908337957.91164","-3359038637.24735","-1994802426.68471","-1634724463.27361","-973298336.60946","-1178998258.34632","-2469839018.14778","-2330932844.28855","-2533352511.4042","-2836088826.76969","-3301494148.22368","-4365845968.36284","-5445726417.85443","-2200904460.21875","-384843398.921795","-130948665.051162","143883797.617266","228731222.069558","1142219171.5495","1389510539.36868","1593154079.35503","",
"Haiti","HTI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","-10840000.002168","-15939941.2619235","-17979999.9879341","-38859967.7781539","-53500000.0107","-70760000.014152","-88960000.017792","-97860000.019572","-115020000.023004","-175280000.035056","-275080000.055016","-196200000.03924","-207380000.041476","-207920000.017326","-219900000","-181420000","-181300000","-206120000","-211360000","-196600000","-307720000","-135840000","-174630000","-168390000","-609300000","-590310000","-512000000","-566740000","-720860000","-865020000","-871670000","-828940000","-947150000","-1048950000","-1247800000","-1452450000","-1605260000","-1936578267.73285","-1770211782.01867","-3270936821.80475","-3121749423.14127","-2867509299.48497","-2875659169.68821","-3091189340.75035","-2743160952.81264","-2578938596.76073","",
"Hungary","HUN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","519047625.561698","537998155.675157","822963834.760084","347031289.281197","-449007956.205415","246026543.232328","402989626.561161","675901010.17768","1018695669.14555","892199274.278594","753482565.482353","-3804941625.94472","-3557049002.99648","-79024467.7143936","246259220.312305","553478840.161349","-755615789.849681","-1440470145.61814","-1801182690.6235","-707660913.45206","-1219041492.62178","-3381942802.25763","-3396348498.99815","-1352794953.04661","-1147007927.81795","679525966.23679","622690865.019325","5359951881.55193","6959344406.75625","8676177811.37036","8595934568.17412","9409490652.07133","8964277929.69647","10893274394.1061","12722152124.2029","",
"IBRD only","IBD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
