"Data Source","World Development Indicators",

"Last Updated Date","2017-11-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Switzerland","CHE","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","63.287541603593","63.211169916459","62.924628168631","63.7829306086994","64.7835232183265","65.6842880831492","64.9198234527878","63.139091700057","65.2444683565281","65.9493281376075","72.8210462516317","77.2731565576299","82.5313748227362","86.0838030184325","81.3849189267297","93.9860078875885","91.1998449768861","83.9605794236213","83.1693750164467","88.0234144142492","89.4688447452352","86.6358992715649","85.0100648155216","90.6786543147503","94.1516765137008","92.4782409636471","87.0899562549928","93.0680126444515","92.5412873710888","90.9468499739206","92.9985565234834","97.3174621563391","103.649729134092","100.599622111361","92.5924574950643","93.6528735522843","91.9340827854367","89.4097224134682","91.7062684881826","95.0108376706734","95.1525992765067","94.2096997670804","93.0097992107185","90.799810529094","87.0212750428854","91.0194816955453","94.4904075902786","100","109.807044696758","106.458682434907","104.495723224293","104.938106514194","113.32030532716","110.52024224352","",
"Channel Islands","CHI","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","153.572821482128","181.954136493489","164.085215296793","134.421514969232","133.289829642667","112.74455228626","94.9345589166175","87.2116237253166","81.7628336302033","83.8994627348031","80.2498673336262","82.1937592574016","86.9017599107739","88.6768209294782","91.7658342447686","97.2723132698729","99.6390409457817","106.914904825003","104.948536893505","99.9899052523815","99.1149976880382","89.9333584205109","89.4209265583199","84.6094974183365","88.0229088276089","94.2305602720667","98.3571357877884","95.9230916415641","97.2799135988286","94.8583323514966","100","100.372435264667","103.566146078913","102.893553628729","93.8562909526237","95.1669644606885","97.0139071021027","",
"China","CHN","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","267.305733041386","239.637782706708","228.705044155742","224.817603365738","200.382293311838","170.024550174505","123.7807912415","107.213160036563","116.906644354304","135.275222831231","99.1188224434471","87.0854714528403","83.5220227283678","88.9089812575495","69.6750376548236","77.6166708282051","85.283465688334","91.8176846975938","96.6949928065892","91.5328189245385","91.4823699321169","95.4217743587859","93.2136297509432","87.1082261507106","84.7605079261813","84.2531529257985","85.5716463864835","88.9257234917778","97.1038484626248","100.404660813678","100","102.690260325876","108.443216208062","115.297627636897","118.986138002188","131.627144927816","124.257470504438","",
"Cote d'Ivoire","CIV","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","134.154018833945","115.246547146691","104.942060852069","97.7843864341247","97.4344718123758","97.7536999095148","117.053132648335","130.145798477976","132.807015515335","125.406908589392","127.235696425472","122.483077164081","127.923971286688","125.639181727897","77.7433261079783","89.353314631199","89.4623475562801","87.4868114462004","93.3392237396536","92.4054922450213","87.2918954505367","90.378884864043","93.95337604345","100.41042267737","101.647845849929","100.875602647204","99.9937262546109","101.85578173158","106.688659368731","106.44263109448","100","101.985858088856","97.8618043927343","102.229531216296","103.204577468205","98.6934574895492","99.0180636648741","",
"Cameroon","CMR","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","135.756583074942","124.696417792055","121.919391409219","126.773034811572","129.005526004877","134.853059381383","149.248239935991","166.966439926182","161.956838756787","149.319536634643","153.605113891664","146.632037741936","147.598327860601","137.355527614447","88.8469186747081","95.4472554919568","96.5243942353273","95.5148694835599","98.7920460815824","97.8131521296586","92.1071098326538","95.1976285266121","98.6143814620222","101.72226518532","101.592542155055","98.8674582590922","100.345394740603","101.339635697517","104.396617929938","106.725394218236","100","100.161007474532","96.6681115213997","99.5278367397298","100.787573004643","97.7978764576626","99.7451641196106","",
"Congo, Dem. Rep.","COD","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256.314904381659","346.583157977893","311.527912115699","241.864314419618","239.114985516214","227.998102639656","243.506740563906","375.710116235103","520.769425154536","351.232568660171","175.506429268663","144.63641227391","138.618632286972","135.592269905428","149.223339006776","144.934426941786","144.5672040773","827.174495023005","100","105.65165826179","118.754042634978","119.06975142595","120.755132174045","139.707989888786","132.497946081413","",
"Congo, Rep.","COG","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","132.707929319178","143.320674689366","152.533669892577","151.7947266171","141.170445780846","123.027485841662","91.2407863785826","81.4455832872284","78.8602358836155","75.7614917034066","66.5418987363713","66.2495628286978","66.2761264779329","71.805360903394","87.0273020235452","90.2680218141523","95.6200649342655","101.70948655588","95.4194364666327","86.5833909518508","79.3452423259493","76.9935593105809","76.1640595791241","67.8878324769319","74.1167406001355","83.5873370154247","82.0231205430511","91.2198680193588","94.8830764083689","90.7120471844071","100","102.060669096873","106.802168775121","103.680719574059","96.4194053216872","75.2926437893358","68.1794908886165","",
"Comoros","COM","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
