"number","base_treaty","name","entry_type","full_fta","standards","investments","services","procurement","competition","iprs","depth_index","depth_rasch"
"200",200,"Chile Colombia","base treaty",0,1,1,0,0,0,0,2,0.626004496540343
"201",201,"Chile Colombia","base treaty",1,1,1,1,1,0,0,5,1.42941883671836
"202",202,"Chile EC","base treaty",1,1,1,1,1,1,0,6,1.69864976318877
"203",203,"Chile Ecuador","base treaty",0,1,0,0,0,0,0,1,0.494909674016932
"204",204,"Chile Ecuador","base treaty",0,1,0,0,0,0,0,1,0.272066152027151
"205",205,"Chile EFTA","base treaty",1,1,1,1,1,1,0,6,1.53368650558766
"206",206,"Chile India","base treaty",0,1,0,0,0,0,0,1,0.0977138215904152
"207",207,"Chile Japan","base treaty",1,1,1,1,1,1,1,7,1.5872730108376
"208",208,"Chile Korea","base treaty",1,1,1,1,1,1,1,7,1.88139165642785
"209",209,"Chile MERCOSUR","base treaty",1,1,1,0,0,1,0,4,0.969540460901158
"210a",209,"Chile MERCOSUR Protocol on Services","consolidated",1,1,1,1,0,1,0,5,1.125325330192
"211",211,"Chile Mexico","base treaty",0,1,0,0,0,0,0,1,0.188140672867912
"212",212,"Chile Mexico","base treaty",1,1,1,1,0,1,1,6,1.69864976311198
"213",213,"Chile Panama","base treaty",1,1,1,1,0,0,0,4,1.26215977169921
"215",215,"Chile Peru","base treaty",1,1,0,0,0,0,0,2,0.272066152027161
"216",216,"Chile Turkey","base treaty",1,1,0,0,0,0,0,2,0.424673765914729
"217",217,"Chile Uruguay","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"218",218,"Chile US","base treaty",1,1,1,1,1,0,1,6,1.81782937800106
"219",219,"Chile Venezuela","base treaty",0,1,0,0,0,0,0,1,-0.000736131967619947
"220",220,"China Hong Kong","base treaty",1,0,0,1,0,0,0,2,-0.10931383312818
"221",221,"China Macao","base treaty",1,0,0,1,0,0,0,2,-0.109313833128137
"222",222,"China New Zealand","base treaty",1,1,1,1,0,0,0,4,1.22667925291776
"224",224,"China Pakistan","base treaty",1,1,1,0,0,0,0,3,0.804999856253017
"225a",224,"China Pakistan Services","consolidated",1,1,1,1,0,0,0,4,1.22667925291781
"227",227,"China Peru","base treaty",1,1,1,1,0,0,1,5,1.48114533302936
"228",228,"China Singapore","base treaty",1,1,1,1,0,0,0,4,1.22667925291781
"230",230,"Colombia Costa Rica","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"233",233,"Colombia Cuba","base treaty",0,1,1,0,0,0,0,2,0.097713821590424
"234",234,"Colombia EFTA","base treaty",1,1,1,1,1,1,1,7,2.09538158739724
"235",235,"Colombia El Salvador","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"236",236,"Colombia Guatemala","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"237",237,"Colombia Honduras","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"238",238,"Colombia Nicaragua","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"239",239,"Colombia Northern Triangle","base treaty",0,1,1,1,1,0,0,4,1.53368650558764
"240",240,"Colombia Panama","base treaty",0,1,0,0,0,0,0,1,-0.370565920730524
"241",241,"Colombia US","base treaty",1,1,1,1,1,1,1,7,2.17754370770345
"242",242,"Common Economic Zone","base treaty",1,1,0,0,0,0,0,2,-0.370565920730565
"243",243,"Common Market for Eastern and Southern Africa (COMESA)","base treaty",1,1,1,0,0,0,0,3,0.561887801537773
"244",244,"Commonwealth of Independent States (CIS)","base treaty",1,1,0,0,0,0,0,2,-0.231064099057545
"247",247,"Costa Rica Mexico","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"248",248,"Costa Rica Mexico","base treaty",1,1,1,1,1,0,1,6,1.88139165642785
"249",249,"Costa Rica Nicaragua Panama","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"250a",249,"Costa Rica Panama","consolidated",0,0,0,0,0,0,0,0,-0.738651317663838
"251",251,"Costa Rica Venezuela","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"252",252,"Cote d'Ivoire EC EPA","base treaty",1,1,0,0,0,0,0,2,0.424673765914638
"253",253,"Cotonou Agreement","base treaty",0,1,0,0,0,0,0,1,0.861141856807233
"254",254,"Croatia EC","base treaty",0,1,0,1,1,0,0,3,1.07406608904119
"255",255,"Croatia EFTA","base treaty",1,1,1,0,0,0,0,3,0.861141856807225
"257",257,"Croatia Lithuania","base treaty",1,1,0,0,0,0,0,2,0.561887801537833
"258",258,"Croatia Macedonia","base treaty",1,1,0,0,0,0,0,2,0.494909674016813
"259",259,"Croatia Macedonia (amended)","base treaty",1,1,0,0,0,0,0,2,0.494909674016813
"260",260,"Croatia Moldova","base treaty",1,1,0,0,0,0,0,2,0.5618878015378
"261",261,"Croatia Serbia Montenegro","base treaty",1,1,0,0,0,0,0,2,0.350621385945992
"262",262,"Croatia Slovenia","base treaty",1,1,0,0,0,0,0,2,0.861141856807316
"263",263,"Croatia Turkey","base treaty",1,1,0,0,1,0,0,3,0.687697327650704
"265",265,"Cuba Ecuador","base treaty",0,1,0,0,0,0,0,1,0.424673765914638
"266",266,"Cuba Guatemala","base treaty",0,1,0,0,0,0,0,1,-0.000736132287944866
"267",267,"Cuba MERCOSUR","base treaty",0,1,0,0,0,0,0,1,-0.109313833128222
"268",268,"Cuba Mexico","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"269a",268,"Cuba Mexico","consolidated",0,0,0,0,0,0,0,0,-1.43010338995022
"270",270,"Cuba Paraguay","base treaty",0,1,0,0,0,0,0,1,-0.000736132187461422
"273",273,"Cuba Peru","base treaty",0,1,0,0,0,0,0,1,0.0977138215903985
"275",275,"Cuba Uruguay","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"277",277,"Cuba Venezuela","base treaty",0,1,1,0,0,0,0,2,0.350621385946002
"278",278,"Cyprus EC","base treaty",1,1,0,0,0,0,0,2,-0.370565920730577
"279",279,"Czech and Slovak Republic EFTA","base treaty",1,1,0,0,0,0,0,2,0.350621385945894
"280",280,"Czech Republic EC","base treaty",1,1,0,1,0,1,0,4,0.91591988361768
"282",282,"Czech Republic Estonia","base treaty",1,1,0,0,0,0,0,2,0.5618878015378
"283",283,"Czech Republic Israel","base treaty",1,1,0,0,0,0,0,2,0.350621385945998
"284",284,"Czech Republic Latvia","base treaty",1,1,0,0,0,0,0,2,0.5618878015378
"285",285,"Czech Republic Lithuania","base treaty",1,1,0,0,0,0,0,2,0.188140672867896
"287",287,"Czech Republic Slovakia","base treaty",1,1,0,1,1,1,0,5,0.687697327650332
"288",288,"Czech Republic Slovenia","base treaty",1,1,0,0,0,0,0,2,0.188140672867995
"289",289,"Czech Republic Turkey","base treaty",1,1,0,0,0,0,0,2,0.350621385945998
"290",290,"Czechoslovakia Finland","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"291",291,"D8 PTA","base treaty",0,1,0,0,0,0,0,1,-0.535274956056437
"292",292,"Dominican Republic Panama","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"293",293,"EC","base treaty",1,1,0,0,0,1,0,3,0.272066152027166
"343a",293,"EC Single European Act","consolidated",1,1,1,0,0,1,0,4,0.915919883617648
"300",300,"EC Amsterdam","base treaty",1,0,1,1,0,1,0,4,1.02219553016106
"302",302,"EC Egypt","base treaty",0,1,0,0,0,0,0,1,-0.370565920730577
"303",303,"EC Egypt Agreement","base treaty",0,0,0,0,0,0,0,0,-0.370565920730577
"304",304,"EC Egypt Euro-Med Association Agreement","base treaty",1,1,0,1,0,1,0,4,0.861141856807312
"305",305,"EC Estonia","base treaty",1,1,0,0,0,1,0,3,0.188140672867917
"306",306,"EC Estonia Europe Agreement","base treaty",1,1,0,1,0,1,0,4,1.12532533019192
"307",307,"EC Faroe Islands","base treaty",1,1,0,0,0,0,0,2,-0.370565920730577
"308",308,"EC Faroe Islands","base treaty",1,1,0,0,0,0,0,2,-0.370565920730577
"309",309,"EC Finland","base treaty",1,0,0,0,0,0,0,1,-0.370565920730577
"310a",311,"EC Greece Additional Protocol","consolidated",1,1,0,0,0,1,0,3,0.188140672867914
"311",311,"EC Greece Association Agreement","base treaty",1,0,0,0,0,1,0,2,-0.000736131923654053
"312",312,"EC Hungary","base treaty",1,1,0,1,1,1,0,5,0.969540460901189
"313",313,"EC Iceland","base treaty",1,1,0,0,0,0,0,2,-0.370565920730577
"314",314,"EC Israel","base treaty",0,0,0,0,0,0,0,0,-0.231064099541211
"315",315,"EC Israel","base treaty",1,0,0,0,0,0,0,1,-0.370565920730579
"316",316,"EC Israel Euro-Med Association Agreement","base treaty",1,1,0,1,1,1,0,5,0.915919883617652
"317",317,"EC Jordan","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"318",318,"EC Jordan Euro-Med Association Agreement","base treaty",1,1,0,0,0,1,0,3,0.687697327650704
"319",319,"EC Latvia","base treaty",1,1,0,0,0,1,0,3,0.097713821590402
"320",320,"EC Latvia Europe Agreement","base treaty",1,1,0,1,1,1,0,5,0.969540460901064
"321",321,"EC Lebanon","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"322",322,"EC Lebanon","base treaty",0,0,0,0,0,0,0,0,-0.370565920730577
"323",323,"EC Lebanon Euro-Med Association Agreement","base treaty",1,1,0,0,0,1,0,3,0.494909674016932
"324",324,"EC Lisbon","base treaty",1,0,1,1,0,1,0,4,1.07406608904116
"325",325,"EC Lithuania","base treaty",1,1,0,0,0,1,0,3,0.188140672867917
"326",326,"EC Lithuania Europe Agreement","base treaty",1,1,0,1,1,1,0,5,1.17603126807745
"327",327,"EC Maastricht","base treaty",1,0,1,1,0,1,0,4,1.02219553016108
"328",328,"EC Macedonia SAA","base treaty",1,1,0,1,1,0,1,5,1.07406608904118
"329",329,"EC Malta","base treaty",1,0,0,0,0,0,0,1,-0.231064099541467
"330",330,"EC Mexico","base treaty",1,1,0,0,1,0,0,3,0.861141856807225
"331",331,"EC Montenegro SAA","base treaty",1,1,0,1,1,0,0,4,1.17603126807736
"332",332,"EC Morocco","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"333",333,"EC Morocco Association Agreement","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"334",334,"EC Morocco Euro-Med Association Agreement","base treaty",1,1,0,1,0,1,0,4,0.861141856807341
"335",335,"EC Nice","base treaty",1,0,1,1,0,1,0,4,1.07406608904116
"336",336,"EC Norway","base treaty",1,1,0,0,0,0,0,2,-0.370565920730577
"337",337,"EC Poland","base treaty",1,1,0,1,1,1,0,5,1.07406608904121
"338",338,"EC Portugal","base treaty",1,0,0,0,0,0,0,1,-0.370565920730577
"339a",338,"EC Portugal Additional Protocol","consolidated",1,0,0,0,0,0,0,1,-0.370565920730577
"340",340,"EC Romania","base treaty",1,1,0,1,1,1,0,5,1.12532533019212
"341",341,"EC San Marino","base treaty",1,0,0,0,0,0,0,1,-0.109313833128137
"342",342,"EC Serbia SAA","base treaty",1,1,0,1,1,1,0,5,1.22667924479194
"344",344,"EC Slovakia","base treaty",1,1,0,1,1,1,0,5,1.12532533019212
"345",345,"EC Slovenia","base treaty",0,0,0,0,0,0,0,0,-1.00955547679033
"346",346,"EC Slovenia Europe Agreement","base treaty",1,1,0,1,0,1,0,4,0.804999856253035
"347",347,"EC South Africa","base treaty",1,1,0,1,0,1,0,4,1.1760312680773
"348",348,"EC Spain","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"349",349,"EC Sweden","base treaty",1,0,0,0,0,0,0,1,-0.370565920730577
"350",350,"EC Switzerland Liechtenstein","base treaty",1,1,0,0,0,0,0,2,-0.370565920730577
"351",351,"EC Syria","base treaty",0,0,0,0,0,0,0,0,-0.370565920730577
"352",352,"EC Tunisia","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"353",353,"EC Tunisia Association Agreement","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"354",354,"EC Tunisia Euro-Med Association Agreement","base treaty",1,1,0,1,0,1,0,4,0.747268409001914
"358a",356,"EC Turkey Supplementary Protocol","consolidated",1,0,0,0,0,1,0,2,0.0977138215904128
"356a",357,"EC Turkey Additional Protocol","consolidated",1,0,0,0,0,1,0,2,-0.000736131923654053
"357",357,"EC Turkey Association Agreement (Ankara Agreement)","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"355",358,"EC Turkey","protocol or amendment",1,1,0,0,0,0,1,3,0.097713821590473
"359",359,"EC Yugoslavia","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"360",360,"Economic and Monetary Community of Central Africa (CEMAC)","base treaty",1,1,0,0,0,0,0,2,-0.535274954869369
"361",361,"Economic and Monetary Community of Central Africa (CEMAC) revised","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"363",363,"Economic Community of Central African States (ECCAS-CEEAC)","base treaty",1,0,0,0,0,0,0,1,-1.08832702460006
"366",366,"Economic Community Of West African States (ECOWAS)","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"367",367,"Economic Community Of West African States (ECOWAS)","base treaty",1,1,0,0,0,0,0,2,-1.00955547679029
"370",370,"Economic Cooperation Organization (ECO) Preferences","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"371",371,"Economic Cooperation Organization Trade Agreement (ECOTA)","base treaty",0,0,0,0,0,0,0,0,0.097713821590424
"372",372,"Ecuador Mexico","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"373",373,"Ecuador Paraguay","base treaty",0,0,0,0,0,0,0,0,-1.00955547679044
"374",374,"Ecuador Uruguay","base treaty",0,1,0,0,0,0,0,1,-0.535274955106791
"375",375,"EFTA","base treaty",1,1,0,0,0,0,0,2,-0.000736132574800138
"395a",375,"EFTA services","consolidated",1,1,1,1,0,0,1,5,1.53368650558771
"376",376,"EFTA Egypt","base treaty",1,1,0,1,0,1,0,4,0.804999856253015
"377",377,"EFTA Estonia","base treaty",1,1,0,0,0,0,1,3,0.915919883617729
"379",379,"EFTA GCC","base treaty",1,1,0,1,1,1,0,5,1.12532533019222
"380",380,"EFTA Hungary","base treaty",1,1,0,0,0,0,0,2,0.0977138215904003
"382",382,"EFTA Israel","base treaty",1,1,0,1,0,0,0,3,0.687697327649914
"383",383,"EFTA Jordan","base treaty",1,1,0,0,0,0,0,2,0.561887801537861
"384",384,"EFTA Korea","base treaty",1,1,1,1,0,1,0,5,1.58727301083767
"385",385,"EFTA Latvia","base treaty",1,1,0,0,0,0,1,3,0.861141856807312
"386",386,"EFTA Lebanon","base treaty",1,1,0,0,0,0,0,2,0.626004496729449
"388",388,"EFTA Lithuania","base treaty",1,1,0,0,0,0,0,2,0.561887801537834
"389",389,"EFTA Macedonia","base treaty",1,1,0,0,0,0,0,2,0.561887801537861
"390",390,"EFTA Mexico","base treaty",1,1,1,1,1,1,1,7,1.81782937800099
"391",391,"EFTA Morocco","base treaty",1,1,0,0,0,0,0,2,0.747268409001836
"392",392,"EFTA Poland","base treaty",1,1,0,0,0,0,0,2,0.626004496540248
"393",393,"EFTA Romania","base treaty",1,1,0,0,0,0,0,2,0.424673765914648
"394",394,"EFTA Serbia","base treaty",1,1,0,0,1,0,0,3,0.804999856253035
"396",396,"EFTA Singapore","base treaty",1,1,1,1,0,1,0,5,1.48114533302932
"398",398,"EFTA Slovenia","base treaty",1,1,0,0,0,0,1,3,0.687697327650704
"399",399,"EFTA Southern African Customs Union (SACU)","base treaty",1,1,0,0,0,0,0,2,0.68769732765069
"400",400,"EFTA Spain","base treaty",1,1,0,0,0,0,0,2,-1.43010338995022
"401",401,"EFTA Tunisia","base treaty",1,1,0,0,0,0,0,2,0.561887801537803
"402",402,"EFTA Turkey","base treaty",1,1,0,0,0,0,0,2,0.350621385945998
"404",404,"Egypt Jordan","base treaty",1,0,0,0,0,0,0,1,-0.370565920730565
"405",405,"Egypt Jordan","base treaty",1,0,0,0,0,0,0,1,-1.00955547679033
"406",406,"Egypt Jordan","base treaty",0,0,0,0,0,0,0,0,-0.535274955106759
"410",410,"Egypt Morocco","base treaty",0,1,0,0,0,0,0,1,-0.535274955106794
"412",412,"Egypt PLO","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"413",413,"Egypt Syria","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"415",415,"Egypt Turkey","base treaty",1,1,0,0,0,1,0,3,0.62600449654031
"416",416,"El Salvador Honduras Taiwan","base treaty",1,1,1,1,0,0,0,4,1.37829711468829
"417",417,"El Salvador Mexico","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"418",418,"El Salvador Nicaragua Free Trade Area","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"419",419,"El Salvador Panama","base treaty",0,0,0,0,0,1,0,1,-0.109313833128197
"421",421,"El Salvador Venezuela","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"422",422,"Equatorial Customs Union","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"423",423,"Equatorial Customs Union Cameroon Association","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"424",424,"Estonia Faroe Islands","base treaty",1,1,0,0,0,0,0,2,0.350621385946002
"425",425,"Estonia Finland","base treaty",1,0,0,0,0,0,0,1,-0.535274955106806
"426",426,"Estonia Hungary","base treaty",1,1,0,0,0,0,0,2,0.350621385945998
"427",427,"Estonia Norway","base treaty",1,1,0,0,0,0,0,2,-0.370565920730561
"428",428,"Estonia Slovakia","base treaty",1,1,0,0,0,0,0,2,0.272066152027161
"429",429,"Estonia Slovenia","base treaty",1,1,0,0,0,0,0,2,0.687697327650704
"430",430,"Estonia Sweden","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"431",431,"Estonia Switzerland","base treaty",1,1,0,1,0,0,0,3,0.424673765914691
"432",432,"Estonia Turkey","base treaty",1,1,0,0,0,0,0,2,0.424673765914621
"433",433,"Estonia Ukraine","base treaty",1,0,0,0,0,0,0,1,-0.109313833128197
"434",434,"Eurasian Economic Community (EAEC)","base treaty",1,0,0,0,0,0,0,1,-1.00955547679044
"436",436,"European Coal and Steel Community","base treaty",0,0,0,0,0,0,0,0,-0.231064098960801
"437",437,"European Economic Area (EEA)","base treaty",1,1,1,1,0,1,0,5,0.969540460901146
"438",438,"Faroe Islands Iceland","base treaty",1,1,0,0,1,0,0,3,0.0977138215904459
"439",439,"Faroe Islands Iceland","base treaty",1,1,0,1,0,0,0,3,0.494909674016884
"440",440,"Faroe Islands Norway","base treaty",1,1,0,0,0,0,0,2,-0.000736131923725107
"441",441,"Faroe Islands Poland","base treaty",1,1,0,0,0,0,0,2,0.350621385946002
"443",443,"Faroe Islands Switzerland","base treaty",1,0,0,0,0,0,0,1,-0.535274954869369
"445",445,"EFTA Finland","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"446",446,"Finland German Democratic Republic","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"447",447,"Finland Hungary","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"448",448,"Finland Latvia","base treaty",1,0,0,0,0,0,0,1,-0.738651317663838
"449",449,"Finland Lithuania","base treaty",1,0,0,0,0,0,0,1,-0.535274955106806
"450",450,"Finland Poland","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"452",452,"France Monaco","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"453",453,"France Tunisia Customs Union Convention","base treaty",1,0,0,0,0,0,0,1,-0.738651317663837
"454",454,"Georgia Kazakhstan","base treaty",1,0,0,0,0,0,0,1,-0.738651317663844
"455",455,"Georgia Russia","base treaty",1,0,0,0,0,0,0,1,-0.370565920730577
"456",456,"Georgia Turkey","base treaty",1,1,0,0,0,1,0,3,0.62600449654031
"457",457,"Georgia Turkmenistan","base treaty",1,0,0,0,0,0,0,1,-0.53527495491679
"458",458,"Georgia Ukraine","base treaty",1,0,0,0,0,0,0,1,-0.53527495491679
"460",460,"Ghana Upper Volta Trade Agreement","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"461",461,"Global System of Trade Preferences (GSTP)","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"462",462,"Greater Arab Free Trade Agreement","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"464",464,"Group of Three","base treaty",1,1,0,0,0,0,0,2,-0.370565920730621
"465a",464,"Group of Three Auto Agreement","consolidated",0,1,0,0,0,0,0,1,-0.370565920730621
"466",466,"GUAM/GUUAM Organization for Democracy and Economic Development","base treaty",1,1,0,0,0,0,0,2,0.27206615202713
"467",467,"Guatemala Mexico","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"468",468,"Guatemala Mexico","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"469",469,"Guatemala Panama","base treaty",0,0,0,0,0,1,0,1,-0.535274954916945
"470",470,"Guatemala Taiwan","base treaty",1,1,1,1,0,0,1,5,1.27710496640363
"471",471,"Guatemala Venezuela","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"473",473,"Gulf Cooperation Council (GCC)","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"474",474,"Gulf Cooperation Council (GCC)","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"475",475,"Gulf Cooperation Council (GCC) Singapore","base treaty",1,1,1,1,1,0,0,5,0.861141856807225
"476",476,"Guyana Venezuela","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"477",477,"Honduras Mexico","base treaty",0,0,0,0,0,0,0,0,-0.231064098960801
"478",478,"Honduras Panama","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"480",480,"Honduras Venezuela","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"481",481,"Hungary Israel","base treaty",1,1,0,0,1,0,0,3,0.424673765914691
"482",482,"Hungary Latvia","base treaty",1,1,0,0,0,0,0,2,0.188140672867914
"483",483,"Hungary Lithuania","base treaty",1,1,0,0,0,0,0,2,0.27206615202715
"487",487,"Hungary Slovenia","base treaty",1,1,0,0,0,0,0,2,0.097713821590424
"488",488,"Hungary Turkey","base treaty",1,1,0,0,0,0,0,2,0.0977138215903773
"489",489,"India Korea","base treaty",1,1,1,1,0,1,0,5,1.27710497835333
"490",490,"India MERCOSUR","base treaty",0,1,0,0,0,0,0,1,0.188140672867909
"491",491,"India Nepal","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"492",492,"India Nepal","base treaty",0,1,0,0,0,0,0,1,-1.00955547679032
"493",493,"India Singapore","base treaty",1,1,1,1,0,0,0,4,1.17603126807731
"494",494,"India Sri Lanka","base treaty",1,0,0,0,0,0,0,1,-0.231064098960801
"495",495,"Indonesia Japan","base treaty",1,0,1,1,0,1,1,5,1.42941883671828
"496",496,"Inter-Arab Trade Agreement","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"497",497,"Iran Pakistan","base treaty",0,1,0,0,0,0,0,1,-0.738650751673797
"498",498,"Iran Syria","base treaty",0,1,0,0,0,0,0,1,-0.738650751673789
"500",500,"Iraq Jordan","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"504",504,"Iraq UAE","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"505",505,"Ireland UK Free Trade Area","base treaty",1,0,0,0,0,0,0,1,-0.370565920730579
"506",506,"Israel Jordan","base treaty",0,0,0,0,0,0,0,0,-0.738651317663807
"508",508,"Israel MERCOSUR","base treaty",1,1,0,0,0,0,0,2,0.494909674016849
"509",509,"Israel Mexico","base treaty",1,1,0,0,1,1,0,4,0.626004496540287
"510",510,"Israel PLO","base treaty",1,1,0,0,0,0,0,2,-0.000736132574818096
"511",511,"Israel Poland","base treaty",1,1,0,0,0,0,0,2,0.424673765914618
"512",512,"Israel Romania","base treaty",1,1,0,0,0,0,0,2,0.494909674016902
"513",513,"Israel Slovakia","base treaty",1,1,0,0,0,0,0,2,0.424673765914691
"514",514,"Israel Slovenia","base treaty",1,1,0,0,0,0,0,2,0.272066152027176
"515",515,"Israel Turkey","base treaty",1,1,0,1,0,0,0,3,0.626004496540327
"516",516,"Israel US","base treaty",1,1,0,1,1,0,0,4,0.188140672867928
"517",517,"Japan Malaysia","base treaty",1,1,1,1,0,1,1,6,1.58727301083763
"518",518,"Japan Mexico","base treaty",1,1,1,1,1,1,0,6,1.58727301083767
"519",519,"Japan Philippines","base treaty",1,1,1,1,0,1,1,6,1.42941883671841
"520",520,"Japan Singapore","base treaty",1,1,1,1,1,1,0,6,1.22667925291784
"521",521,"Japan Switzerland","base treaty",1,1,1,1,0,1,1,6,2.17754370770329
"522",522,"Japan Thailand","base treaty",1,1,1,1,0,1,1,6,1.58727301083767
"523",523,"Japan Vietnam","base treaty",1,1,1,1,0,1,1,6,1.64216320790065
"524",524,"Jordan Kuwait","base treaty",1,1,0,1,0,0,0,3,0.232410516075013
"525",525,"Jordan Kuwait","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"526",526,"Jordan Lebanon","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"527",527,"Jordan Lebanon","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"528",528,"Jordan Libya","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"529",529,"Jordan Morocco","base treaty",0,0,0,0,0,0,0,0,-0.738651317663838
"530",530,"Jordan Morocco","base treaty",1,1,0,0,0,0,0,2,-0.109313833128162
"531",531,"Jordan PLO","base treaty",1,0,0,0,0,0,0,1,-1.00955547679044
"532",532,"Jordan Qatar","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"533",533,"Jordan Saudi Arabia","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"534",534,"Jordan Singapore","base treaty",1,1,1,1,0,0,0,4,1.07406608904117
"535",535,"Jordan Sudan","base treaty",1,1,0,1,0,0,0,3,-0.160662377618223
"536",536,"Jordan Sudan","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"756a",536,"Jordan Sudan amended","consolidated",0,0,0,0,0,0,0,0,-1.43010338995022
"537",537,"Jordan Syria","base treaty",1,1,0,0,0,0,0,2,-0.000736131923725107
"538",538,"Jordan Syria","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"539",539,"Jordan Syria","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"540",540,"Jordan Tunisia","base treaty",1,0,0,0,0,0,0,1,-0.231064099541268
"541",541,"Jordan Turkey","base treaty",1,1,0,0,0,1,0,3,0.62600449654031
"542",542,"Jordan UAE","base treaty",1,0,0,0,0,0,0,1,-0.231064099057615
"543",543,"Jordan US","base treaty",1,0,1,1,0,0,1,4,1.22667925291785
"544",544,"Kazakhstan Kyrgyzstan","base treaty",1,0,0,0,0,0,0,1,-0.53527495491679
"548",548,"Kazakhstan Ukraine","base treaty",1,0,0,0,0,0,0,1,-0.53527495491679
"550",550,"Korea Singapore","base treaty",1,1,1,1,1,1,1,7,1.75707348919214
"551",551,"Korea US","base treaty",1,1,1,1,1,1,1,7,2.1775437077035
"554",554,"Kuwait UAE","base treaty",0,0,0,0,0,0,0,0,-0.738650751698668
"555",555,"Kyrgyzstan Moldova","base treaty",1,0,0,0,0,0,0,1,-0.738651317663844
"556",556,"Kyrgyzstan Russia","base treaty",1,0,0,0,0,0,0,1,-0.10931383312818
"558",558,"Kyrgyzstan Ukraine","base treaty",1,0,0,0,0,0,0,1,-0.535274955106764
"559",559,"Kyrgyzstan Uzbekistan","base treaty",1,0,0,0,0,0,0,1,-0.535274955106764
"560",560,"Laos Thailand","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"561",561,"Latin American Free Trade Area (LAFTA)","base treaty",0,0,0,0,0,0,0,0,-1.00955547679032
"562",562,"Latin American Integration Association (ALADI LAIA)","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"564",564,"Latvia Norway","base treaty",1,1,0,0,0,0,0,2,-0.231064099057707
